MaterialName,Category,AdditionalNotes,Quantity,NVL,BEN,PercentComplete,Fixture,AssetNumber,BEN4LPR,CurrentState,IndividuallyAssigned,LamPartNumber,LaptopAssignedBEDShift,LaptopAssignedBENShift,LaptopAssignedFEDShift,LaptopAssignedFENShift,LaptopAssignedMF,LaptopDepartment,RecordIDNumber,SerialNumber
ATAC01,SWIC Cart,"K-Key: X81216
Dock Key: 3A55",0,,,,0,,,Unavailable to Loan,0,,,,,,,,138,Chase: 1034020-0618-ACI2000906
ATAC02,SWIC Cart,"K-Key: L45279
Dock Key: 3A53
Note: SW key not working and keeps asking for admin permission",0,,,,0,,,In DOS for Repair,0,,,,,,,,139,Chase: 1034020-0518-ACI1004356
ATAC03,SWIC Cart,"K-Key: L54101
Dock Key: 3B56
On hold to be used for Sam Ye",0,,2208691C,91A,0,,2208691C,Unavailable to Loan,0,,,,,,,,140,Chase: 1034020-0518-ACI1004113
ATAC04,SWIC Cart,"K-Key: L66655
Dock Key: 3B26
",0,,2230121B,64T,0,,2230121B,Unavailable to Loan,0,,,,,,,,141,Chase: 1034020-0618-ACI2000899
ATAC05,SWIC Cart,"K-Key: L62143
Dock Key: 3B66",1,,,,0,,,Available to Loan,0,,,,,,,,142,Chase: ?
ATAC06,SWIC Cart,"NPM7- DT tool

K-Key: ?
Dock Key: ?",0,,,,0,,,Unavailable to Loan,0,,,,,,,,143,Chase: ACI2000900
ATAC07,SWIC Cart,,0,,1762671B,28T,0,,1762671B,Unavailable to Loan,0,,,,,,,,376,
ATAC08,SWIC Cart,"K-Key: ?
Dock Key: ?",0,,,,0,,,In DOS for Repair,0,,,,,,,,144,Chase: ?
ATAC09,SWIC Cart,"K-Key: L52284
Dock Key: 3B83",0,,2225141B,33T,0,,2225141B,Unavailable to Loan,0,,,,,,,,145,Chase: ?
ATAC10,SWIC Cart,"Npm7 - DT tool  


",1,,,,0,,,Available to Loan,0,,,,,,,,146,Chase: ACI2000902
ATAC11,SWIC Cart,"NPM-8 & NMP-9 | for Oxide & Carbide tool 
K-Key: L09452
Dock Key: 3B70

",1,,,,0,,,Available to Loan,0,,,,,,,,147,Chase: ?
ATAC12,SWIC Cart,"On loan to Sam Ye.

NPM8 & NPM9 - Oxide & Carbide tool

K-Key: L51437
Dock Key: 3A95",0,,1762671C,46T,0,,1762671C,Unavailable to Loan,0,,,,,,,,148,
ATAC13,SWIC Cart,"K-Key: ?
Dock Key: ?",0,,2227041A,84T,0,,2227041A,Unavailable to Loan,0,,,,,,,,149,Chase: ?
ATAC14,SWIC Cart,"K-Key: ?
Dock Key: ?

Sterling Pelzel is borrowing this for a couple days.",0,,2174341B,78T,0,,2174341B,Unavailable to Loan,0,,,,,,,,150,Chase: ?
ATAC15,SWIC Cart,"K-Key: L42152
Dock Key: 3A62

",0,,,,0,,,Unavailable to Loan,0,,,,,,,,151,Chase: KJ037275
ATAC16,SWIC Cart,"K-Key: 82115
Dock Key: 3B59",0,,2063371A,90A,0,,2063371A,Unavailable to Loan,0,,,,,,,,152,Chase: ?
ATAC17,SWIC Cart,"K-Key: L52079
Dock Key: 3B18",1,,,,0,,,Available to Loan,0,,,,,,,,153,Chase: KJ037271
ATAC18,SWIC Cart,"K-Key: L52254
Dock Key: 3A02
Note: ATAC manager not installed",1,,,,0,,,Available to Loan,0,,,,,,,,154,Chase: 170202127
ATAC19,SWIC Cart,"K-Key: L42423
Dock Key: 3A94
Note: Windows needs activated. Change computer name?",0,,,,0,,,In DOS for Repair,0,,,,,,,,155,Chase: ?
ATAC20,SWIC Cart,"K-Key: L55615
Dock Key: 3A02",0,,2220781A,75A,0,,2220781A,Unavailable to Loan,0,,,,,,,,156,Chase: KJ037213
ATAC21,SWIC Cart,"K-Key: L55555
Dock Key: 3A24
Needs to be Reimaged",0,,2212571C,0T,0,,2212571C,Unavailable to Loan,0,,,,,,,,157,"Chase: KJ026895
"
ATAC22,SWIC Cart,"K-Key: ?
Dock Key: 3A69
Key Chain: #9",1,,,,0,,,Available to Loan,0,,,,,,,,158,Chase:  KJ066786
ATAC23,SWIC Cart,"K-Key: ?
Dock Key: ?",1,,,,0,,,Available to Loan,0,,,,,,,,159,Chase: ?
ATAC24,SWIC Cart,"K-Key: 82101
Dock Key: 3B04
Note: E-net driver fails causing widows to be unable to activate",0,,2093761B,CRT,0,,2093761B,In DOS for Repair,0,,,,,,,,160,"CTC SN: 1034020-0518-ACI1004123
 "
ATAC25,SWIC Cart,"K-Key: ?
Dock Key: 3A69

Dylon Jarret is upgrading OS",0,,,,0,,,In GIS for Repair,0,,,,,,,,161,Chase: ACI1004121
ATAC26,SWIC Cart,,1,,,,0,ACHB002087,,Available to Loan,0,853-900986-121A,,,,,,,1503,"K-Key: ?
Dock Key: ?"
ATAC27,SWIC Cart,"Tool ID: 7b96afe015
K-Key: L61683
Dock Key: 3B53
",0,,2141471A,58T,0,,2141471A,Unavailable to Loan,0,,,,,,,,121,"Chase: 116636-5014-1896131
"
ATAC28,SWIC Cart,"Tool ID: 2ba8552d4d
K-Key: L59555
Dock Key: 3A85
",0,,,,0,,,Unavailable to Loan,0,,,,,,,,119,"Chase: 116636-1212-1766606
"
ATAC29,SWIC Cart,"Tool ID: 79131e2ae9
K-Key: ?
Dock Key: 3B56

",0,,2275921A,43A,0,,2275921A,Unavailable to Loan,0,,,,,,,,118,Chase: 116636-314-1849475
ATAC30,SWIC Cart,"Tool ID: 9938ed604d
K-Key: L52132
Dock Key: 3B98
Converted to standard ergo cart for manufacturing.",0,,,,0,,,Retired/Out of Service,0,,,,,,,,117,
ATAC31,SWIC Cart,,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1521,
Bird Meter Power Cable,Cables (Provide part number),,2,,,,0,,,Available to Loan,0,,,,,,,,2163,
Bit Set #1,Tools- Hand Tools (Non-Calibrated),,0,,2200181E,58P,0,,2200181E,Unavailable to Loan,0,,,,,,,,1248,
Bit Set #2,Tools- Hand Tools (Non-Calibrated),,0,,2176711D,0T,0,,2176711D,Unavailable to Loan,0,,,,,,,,1328,
Blank Off Kit #1,Facilities Kit/Cage,,1,,,,0,,,Available to Loan,0,,,,,,,,2235,
Blank Off Kit #2,Facilities Kit/Cage,,1,,,,0,,,Available to Loan,0,,,,,,,,2236,
Blank Off Kit #3,Facilities Kit/Cage,,1,,,,0,,,Available to Loan,0,,,,,,,,2237,
Blank Off Kit #4,Facilities Kit/Cage,,1,,,,0,,,Available to Loan,0,,,,,,,,2238,
Boltcutters (Master Key),Tools- Hand Tools (Non-Calibrated),,0,,2092001B,60P,0,,2092001B,Unavailable to Loan,0,,,,,,,,1014,
Borescope Camera,Other (Please describe),,1,,,,0,,,Available to Loan,0,,,,,,,,1625,
Breakout Box,Other (Please describe),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,922,
Building L - 01,SWIC-Supported GIS Laptop,T470,1,,,,0,301138,,Cleanroom Item,0,,Thomas Gaumer <62386153.dfgw>,,Adil Alhjaj <63053310.5ma5>,,,Assembly,1225,pf0u2q4n
Building L - 02,SWIC-Supported GIS Laptop,T440,1,,,,0,202666,,Cleanroom Item,0,,,,Sean Wilcox <60343814.jnwe>,,,DOS,1128,
Building L - 03,SWIC-Supported GIS Laptop,T460,1,,,,0,A205786,,Cleanroom Item,0,,Nicholas Nance <62356688.bsds>,,Ethan Adams <62516238.drb2>,,,Assembly,974,PC0JWCUS
Building L - 04,SWIC-Supported GIS Laptop,"T460
",1,,,,0,3000058,,Available to Loan,0,,,,,,,,1361,PC0LFZNA
Building L - 05,SWIC-Supported GIS Laptop,T470,1,,,,0,A301165,,Cleanroom Item,0,,Pejman Ferdosiyan <62332411.b4za>,,Donna Serna <60580707.btbp>,,,Assembly,981,pf0u5th7
Building L - 06,SWIC-Supported GIS Laptop,T460,1,,,,0,A205780,,Cleanroom Item,0,,,,Adam McArthur <60549050.dzs5>,,,Assembly,979,pc0jwcht
Building L - 07,SWIC-Supported GIS Laptop,T460,1,,,,0,A204900,,Cleanroom Item,0,,Jade Yang <63413683.c9jq>,,Sean Hamilton <62248656.b3u7>,,,Assembly,976,pc0fwxkp
Building L - 08,SWIC-Supported GIS Laptop,T470,1,,,,0,A301160,,Cleanroom Item,0,,Kyle Alegre <62542334.cbmr>,Caleb Cunningham <62816649.c62s>,Jeff Camp <62884996.i4m9>,,,Assembly,960,pf0u2q6z
Building L - 09,SWIC-Supported GIS Laptop,T460,1,,,,0,205758,,Cleanroom Item,0,,Alireza Moghan <62324372.ddt8>,Ban Phan <62213812.cs9g>,Steve Hernandez <63400888.u6kw>,,,Assembly,1226,pc0jwcvv
Building L - 10,SWIC-Supported GIS Laptop,T460,0,,,,0,205774,,Cleanroom Item,0,,Andrew Randall <60579282.ebbh>,David Montalvo <61832397.d8m5>,,Wesley Mendez <62336580.cru8>,,Assembly,1222,pc0jwchw
Building L - 11,SWIC-Supported GIS Laptop,T470,1,,,,0,A301178,,Cleanroom Item,0,,,,,,,Assembly,645,pf0u5tkn
Building L - 12,SWIC-Supported GIS Laptop,T460,1,,,,0,A205479,,Available to Loan,0,,,,,,,Assembly,964,pc0jg2tc
Building L - 13,SWIC-Supported GIS Laptop,"T440

",1,,,,0,202505,,Cleanroom Item,0,,Joceline Chavez <62209299.czxq>,,Tristan Polinsky-Neil <62640438.bimg>,,,Assembly,961,
Building L - 14,SWIC-Supported GIS Laptop,T460,0,,,,0,A3000051,,In GIS for Repair,0,,Jesse Stephenson <61922640.cccp>,,,,,Assembly,959,pc0lfzp7
Building L - 15,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A205458,,Cleanroom Item,0,,,Marjan Mohammadi <62352574.dju8>,Kevin Johnson <62235073.b8yr>,,,Assembly,983,pc0jg2t9
Building L - 16,SWIC-Supported GIS Laptop,T460,1,,,,0,A205038,,Cleanroom Item,0,,,,,,,Assembly,458,pc0gz1hm
Building L - 17,SWIC-Supported GIS Laptop,T460,1,,,,0,205839,,Cleanroom Item,0,,Mohammad Torabi Goudarzi <62360343.bbdi>,Robert Carlson <62269217.c2ph>,Ryan Bunch <62561590.b5ee>,Jan Val Dayap <59671725.cdqj>,,Assembly,1221,pc0jwcms
Building L - 18,SWIC-Supported GIS Laptop,T460,1,,,,0,A3000027,,Cleanroom Item,0,,,,Tommy Bean <62473643.cmgp>,Tamie Emerson <61830638.pntc>,,Assembly,985,pc0lfzlw
Building L - 19,SWIC-Supported GIS Laptop,T460,1,,,,0,A204912,,Cleanroom Item,0,,,Tysen Tippetts <62340841.bb4q>,Alfonso Mendoza Ascencio <62883470.xz6q>,Drew Dee <61909352.ccg5>,,Assembly,1065,
Building L - 20,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A205776,,Cleanroom Item,0,,Gavin Newman <63305713.cgr9>,Regina Curvin <61863264.cgjf>,Marques Segundo <63053308.bufq>,,,Assembly,1001,pc0jwcvl
Building L - 21,SWIC-Supported GIS Laptop,T460,1,,,,0,A3000039,,Cleanroom Item,0,,Bob Hamm <60608705.5pa8>,Thomas St. Peter <60343516.54ct>,Sanhsith Saypannha <62572445.be2n>,,,Assembly,991,pc0lfznc
Building L - 22,SWIC-Supported GIS Laptop,"T460
BED - Xiaoyu(Michelle) Du",1,,,,0,A205769,,Cleanroom Item,0,,Geoff Allende <62649044.bcuk>,Kevin Garcia <62858318.byug>,Lance Wibben <62905309.d644>,,,Assembly,1144,pc0jwctg
Building L - 24,SWIC-Supported GIS Laptop,T470,1,,,,0,A301168,,Cleanroom Item,0,,,,Colton Jumalon <60426950.c48n>,,,Assembly,988,pf0u5yls
Building L - 25,SWIC-Supported GIS Laptop,"T440

In SWIC Cage ",1,,,,0,A202245,,Cleanroom Item,0,,,,Houshang Sedighi <62218639.vv5t>,,,Assembly,516,
Building L - 26,SWIC-Supported GIS Laptop,T440,1,,,,0,202247,,Available to Loan,0,,,,,,,Assembly,518,
Building L - 27,SWIC-Supported GIS Laptop,T440,1,,,,0,202502,,Available to Loan,0,,,,,,,Assembly,525,
Building L - 28,SWIC-Supported GIS Laptop,"T440
",1,,,,0,202267,,Available to Loan,0,,,,Travis Cate <63494667.dbaw>,,,Assembly,522,
Building L - 29,SWIC-Supported GIS Laptop,"T440
",0,,,,0,202230,,Retired/Out of Service,0,,,,,,,DOS,987,
Building L - 30,SWIC-Supported GIS Laptop,T460,1,,,,0,205746,,Cleanroom Item,0,,,,Jake Weiler <63043398.df62>,,,Assembly,1344,
Building L - 31,SWIC-Supported GIS Laptop,T460,0,,,,0,205862,,In GIS for Repair,0,,,,,,,Assembly,1343,
Building L - 32,SWIC-Supported GIS Laptop,"T450
",1,,,,0,203799,,Cleanroom Item,0,,,,,,,Assembly,1373,S/N PC-07DX99
Building L - 33,SWIC-Supported GIS Laptop,"T450
In SWIC",1,,,,0,204428,,Cleanroom Item,0,,,Devron Watson <62363805.duya>,Jordan Westphal <60343909.dz8a>,,,Assembly,1374,
Building L - 34,SWIC-Supported GIS Laptop,"T450
",1,,,,0,204218,,Cleanroom Item,0,,,Nader Morgan <62395563.fitg>,Jeffrey Benson <63478612.bpsw>,,,Assembly,1376,
Building L - 35,SWIC-Supported GIS Laptop,"T460
",1,,,,0,3000406,,Cleanroom Item,0,,Traci Tafelmeyer <62359947.bsxz>,,Gray Poe <62378130.dwq8>,,,Assembly,1362,
Building L - 36,SWIC-Supported GIS Laptop,T460,1,,,,0,A206842,,Cleanroom Item,0,,,Spencer Marlow <62845027.pw8e>,Houshang Sedighi <62218639.vv5t>,,,Assembly,451,
Building L - 37,SWIC-Supported GIS Laptop,T460,1,,,,0,A206845,,Cleanroom Item,0,,,,,,,Assembly,448,
Building L - 38,SWIC-Supported GIS Laptop,Loaned to Tanner Hatch for training (2 weeks),0,,,,0,A205768,,Cleanroom Item,0,,,,Wade Cook <62225537.dybj>,,Tanner Hatch <61883173.d4zf>,Assembly,1193,PC0JWCJE
Building L - 39,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A205466,,Cleanroom Item,0,,,,Sandra Verduzco Jaimes <61952316.dpmk>,,,Assembly,1657,
Building L - 40,SWIC-Supported GIS Laptop,,1,,,,0,3000056,,Cleanroom Item,0,,Stephanie Harris <63482382.d9zc>,Garret Kanehira <62894928.cd3c>,,,,Assembly,1422,PC0LFZDL
Building L - 41,SWIC-Supported GIS Laptop,,1,,,,0,206843,,Cleanroom Item,0,,Misael Hatton <62737807.jt3c>,,Robert Kollenborn <63032897.csxu>,,,Assembly,1399,PC0LFZMQ
Building L - 42,SWIC-Supported GIS Laptop,,1,,,,0,A3000022,,Cleanroom Item,0,,,,,,,Assembly,1015,
Building L - 43,SWIC-Supported GIS Laptop,T460,1,,,,0,A204991,,Cleanroom Item,0,,,Massuma Hassan <61988300.bzsu>,,Jan Val Dayap <59671725.cdqj>,,Assembly,560,
Building L - 44,SWIC-Supported GIS Laptop,T460,1,,,,0,206840,,Cleanroom Item,0,,,,,,,Assembly,622,
Building L - 45,SWIC-Supported GIS Laptop,"T460

",1,,,,0,A3000059,,Cleanroom Item,0,,,,,,,Assembly,1441,PC0LFZEU
Building L - 46,SWIC-Supported GIS Laptop,T460,1,,,,0,A3000041,,Cleanroom Item,0,,,,,,,Assembly,1442,PC0LFZL8
Building L - 47,SWIC-Supported GIS Laptop,"T450S 
",1,,,,0,204264,,Cleanroom Item,0,,,,,,,Assembly,1443,204264
Building L - 48,SWIC-Supported GIS Laptop,460,1,,,,0,3000033,,Cleanroom Item,0,,,,,,,,1444,PC0LFZNN
Building L - 49,SWIC-Supported GIS Laptop,T470,1,,,,0,301305,,Cleanroom Item,0,,Ricky Brewster <62961303.mw5i>,,,,,Assembly,1445,PF0UHE2T
Building L - 50,SWIC-Supported GIS Laptop,T470,0,,,,0,301130,,Unavailable to Loan,0,,,,,,,Assembly,1048,pf0u5ym3
Building L - 51,SWIC-Supported GIS Laptop,T460,1,,,,0,205863,,Cleanroom Item,0,,,,,,,Assembly,416,PC0JWCKU
Building L - 52,SWIC-Supported GIS Laptop,"T440
",1,,,,0,202508,,Cleanroom Item,0,,,,,,,Assembly,1005,
Building L - 53,SWIC-Supported GIS Laptop,T460,1,,,,0,A204530,,Cleanroom Item,0,,,,,,,Assembly,552,
Building L - 54,SWIC-Supported GIS Laptop,"T440

",1,,,,0,202504,,Cleanroom Item,0,,,,,,,Assembly,526,
Building L - 55,SWIC-Supported GIS Laptop,T460,1,,,,0,A204988,,Cleanroom Item,0,,Abigail Bird <62726579.jvqa>,,Leslie Sotelo <61837685.dqka>,,,Assembly,558,
Building L - 56,SWIC-Supported GIS Laptop,,1,,,,0,3000065,,Cleanroom Item,0,,Mohammad Reza Ghadirnejad <63455861.ddhb>,johnathon Jepson <62552847.buj4>,Keith Glisson <62905304.b5sy>,,,Assembly,1279,
Building L - 57,SWIC-Supported GIS Laptop,,1,,,,0,A301314 ,,Cleanroom Item,0,,,,,,,Assembly,1007,
Building L - 58,SWIC-Supported GIS Laptop,T460,1,,,,0,3000043,,Cleanroom Item,0,,Christopher Gonzalez <62929122.cwb5>,,Melissa Galligan <63336698.bb9e>,,,Assembly,666,
Building L - 59,SWIC-Supported GIS Laptop,T450,0,,,,0,204213,,In DOS for Repair,0,,,,,,,Assembly,536,
Building L - 60,SWIC-Supported GIS Laptop,T450,1,,,,0,A204435,,Cleanroom Item,0,,,,Deejay O'Donoghue <62587668.c6m3>,Alejandro Olivera <60561217.bx5x>,,Assembly,542,
Building L A202505,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A202505,,Cleanroom Item,0,,,,,,,Assembly,1655,
Building L A202666,SWIC-Supported GIS Laptop,"T440
",1,,,,0,A202666,,Cleanroom Item,0,,,,,,,Assembly,1653,
Building L A205881,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A205881,,Cleanroom Item,0,,,,Sarah McBride <62552842.bn9v>,,,Assembly,1656,
Building L A3000058,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A3000058,,Cleanroom Item,0,,,,,,,Assembly,1654,
Building L-48,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A3000033,,Cleanroom Item,0,,Isaias Berrones <62339083.d94i>,,Ann Schofield <62905312.cfyx>,,,Assembly,1658,
CABLE Splitter,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1105,
Carbide Galden Decay Test Fixture #1,Other (Please describe),,0,,2206261C,95T,0,,2206261C,Unavailable to Loan,0,,,,,,,,1338,
Carbide Galden Decay Test Fixture #2,Other (Please describe),,0,,2069101B,86T,0,,2069101B,Unavailable to Loan,0,,,,,,,,1339,
Carbide Galden Decay Test Fixture #3,Other (Please describe),,0,,2102411C,96T,0,,2102411C,Unavailable to Loan,0,,,,,,,,1340,
Carbide PED Leveling Fixture - PLF1,Tools- Gauges & Levels,location PED cabinet 1B2,1,,,,1,,,Available to Loan,0,515-A22423-001,,,,,,,1284,
Carbide TC Calibrator #1,Tools- Meters & Pendants,"broken power prong 11-22-2020
Missing 6/26/21",0,NVL-20753,,,0,,,Missing/Lost,0,,,,,,,,1017,
Carbide TC Calibrator #2,Tools- Meters & Pendants,calibration,1,NVL-20754,,,0,,,Past Due,0,,,,,,,,1018,
Carrier Rings  for wafer run,Other (Please describe),,0,,,,0,,,Unavailable to Loan,0,02-122178-00,,,,,,,1029,15-122178-00 x 4
Carrier Rings x 4,Other (Please describe),,0,,,,0,,,Unavailable to Loan,0,15-122178-00,,,,,,,1038,
Chamber Matching Kit #1,VI Probe Kit,,1,,,,0,,,Available to Loan,0,,,,,,,,1336,
Chamber Matching Kit #2,VI Probe Kit,,1,,,,0,,,Available to Loan,0,,,,,,,,1337,
Chapman mini-set 01,Tools- Hand Tools (Non-Calibrated),,1,,,,0,,,Available to Loan,0,,,,,,,,1630,
Chapman mini-set 02,Tools- Hand Tools (Non-Calibrated),,1,,,,0,,,Available to Loan,0,,,,,,,,1631,
Chapman mini-set 03,Tools- Hand Tools (Non-Calibrated),,1,,,,0,,,Available to Loan,0,,,,,,,,1632,
Chapman Set 01,Tools- Hand Tools (Non-Calibrated),,1,,,,0,,,Available to Loan,0,,,,,,,,1635,
Chapman Set 02,Tools- Hand Tools (Non-Calibrated),,1,,,,0,,,Available to Loan,0,,,,,,,,1634,
Chapman Set 03,Tools- Hand Tools (Non-Calibrated),,1,,,,0,,,Available to Loan,0,,,,,,,,1633,
Clamp Strain Relief,Cables (Provide part number),,2,,,,0,,,Unavailable to Loan,0,39-43527-02,,,,,,,1699,
Colored Feeler Gauges,Other (Please describe),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1092,
D Sub 9 pin F/F adapter #2,Cables (Provide part number),"CL 5238 has assembly install this and FT to return after tool is done testing.
Located in SWIC (7H3)",1,,,,0,,,Available to Loan,0,34-315341-00,,,,,,,1177,
D Sub 9 pin F/F adapter #3,Cables (Provide part number),"CL 5238 has assembly install this and FT to return after tool is done testing.
Located in SWIC (7H3)",1,,,,0,,,Available to Loan,0,34-315341-00,,,,,,,1178,
D Sub 9 pin F/F adapter #4,Cables (Provide part number),"CL 5238 has assembly install this and FT to return after tool is done testing.
Located in SWIC (7H3)",1,,,,0,,,Available to Loan,0,34-315341-00,,,,,,,1179,
D Sub 9 pin F/F adapter #5,Cables (Provide part number),"CL 5238 has assembly install this and FT to return after tool is done testing.
Located in SWIC (7H3)",0,,,,0,,,Unavailable to Loan,0,34-315341-00,,,,,,,1180,
D Sub 9 pin F/F adapter #6,Cables (Provide part number),"CL 5238 has assembly install this and FT to return after tool is done testing.
Located in SWIC (7H3)",0,,,,0,,,Unavailable to Loan,0,34-315341-00,,,,,,,1181,
D-15 (1/9),Other (Please describe),,2,,,,0,,,Available to Loan,0,,,,,,,,2063,
"D-15 (2/10, 3/11)",Other (Please describe),,4,,,,0,,,Available to Loan,0,,,,,,,,2096,
"D-15 (2/10, 4/11)",Other (Please describe),,4,,,,0,,,Available to Loan,0,,,,,,,,2037,
"D-15 (2/9, 3/10, 4/11, 5/12, 6/13, 7/14, 8/15)",Other (Please describe),,2,,,,0,,,Available to Loan,0,,,,,,,,2033,
"D-15 (2/9, 4/11)",Other (Please describe),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1997,
"D-15 (2/9, 4/11, 5/12)",Other (Please describe),853-207068-001,6,,,,0,,,Available to Loan,0,853-207068-001,,,,,,,2010,
"D-15 (3/11, 4/12)",Other (Please describe),,1,,,,0,,,Available to Loan,0,,,,,,,,2092,
"D-15 (4/11, 5/12, 6/13)",Other (Please describe),,3,,,,0,,,Available to Loan,0,,,,,,,,2031,
"D-15 Female Jumper (2/10, 3/11)",Other (Please describe),,4,,,,0,,,Available to Loan,0,,,,,,,,2071,
"D-25 (1/14, 2/6, 7/18)",Other (Please describe),,6,,,,0,,,Available to Loan,0,,,,,,,,2040,
"D-25 (1/2, 6/7, 10/11)",Other (Please describe),,2,,,,0,,,Available to Loan,0,,,,,,,,2002,
D-25 (1/9),Other (Please describe),,2,,,,0,,,Available to Loan,0,,,,,,,,2070,
"D-25 (7/20, 8/21, 9/22, 10/24)",Other (Please describe),,1,,,,0,,,Available to Loan,0,,,,,,,,2006,
"D-25 (8/21, 9/22, 10/23, 11/24)",Other (Please describe),,2,,,,0,,,Available to Loan,0,,,,,,,,2072,
"D-25 (8/21, 9/22, 10/23, 12/25)",Other (Please describe),,3,,,,0,,,Available to Loan,0,,,,,,,,2009,
"D-25 (8/21, 9/22, 10/23, 2/11, 3/12)",Other (Please describe),,7,,,,0,,,Available to Loan,0,,,,,,,,2039,
D-25 Misc. Jumper,Other (Please describe),,4,,,,0,,,Available to Loan,0,,,,,,,,2005,
"D-25 Pin Heater Interlock (1/14, 2/15, 3/16, 4/17, 5/18, 6/19, 7/20, 8/21)",Other (Please describe),,2,,,,0,,,Available to Loan,0,,,,,,,,2001,
"D-37 (4/5,9/10, 14/15, 19/20, 24/25)",Other (Please describe),,5,,,,0,,,Available to Loan,0,,,,,,,,2087,
D-78 AHM/AHM - XT,Other (Please describe),03-401474-00,10,,,,0,,,Available to Loan,0,03-401474-00,,,,,,,1977,
D-9 (2/16),Other (Please describe),03-281066-00,2,,,,0,,,Available to Loan,0,03-281066-00,,,,,,,1991,
"D-9 (2/6, 3/7, 5,9)",Other (Please describe),,7,,,,0,,,Available to Loan,0,,,,,,,,2074,
D-9 (2/7),Other (Please describe),853-307185-001,65,,,,0,,,Available to Loan,0,853-307185-001,,,,,,,1960,
"D-9 (2/7, 3/8)",Other (Please describe),03-425108-00,3,,,,0,,,Available to Loan,0,03-425108-00,,,,,,,1992,
D-9 (2/8),Other (Please describe),,12,,,,0,,,Available to Loan,0,,,,,,,,1994,
"D-9 Bulk Cabinet Facilities (2/3, 4/5)",Other (Please describe),,5,,,,0,,,Available to Loan,0,,,,,,,,2069,
D37 (12/31),Other (Please describe),,17,,,,0,,,Available to Loan,0,,,,,,,,1969,
D78 Core/AMPDS,Other (Please describe),853-268807-001,14,,,,0,,,Available to Loan,0,853-268807-001,,,,,,,1965,
DIGITAL MULTIMETER,Tools- Meters & Pendants,,1,,,,0,,,Cleanroom Item,0,,,,,,,,1121,
Disconnect Kit,Tools- Hand Tools (Non-Calibrated),,0,,,,0,,,Unavailable to Loan,0,771-291632-001,,,,,,,329,
Disconnect Kit #1,Tools- Hand Tools (Non-Calibrated),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,332,
Disconnect Kit #2,Tools- Hand Tools (Non-Calibrated),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,330,
DKFREERGO01,SWIC Cart,"Thnkpad pro#: UP7018S6
Cart sn# 1310945-0093
Lock# L65234",1,,,,0,,,Cleanroom Item,0,,,,,,,Final Test,1262,
Dummy Load Set #1,Dummy Load,,1,,,,0,,,Available to Loan,0,,,,,,,,268,"NVL-11604
NVL-3789"
Dummy Load Set #2,Dummy Load,,1,,2135231A,79T,0,,2135231A,Unavailable to Loan,0,,,,,,,,269,"NVL-17812
nvl-17336"
Dummy Load Set #3,Dummy Load,,1,,,,0,,,Available to Loan,0,,,,,,,,270,"NVL-1807
NVL-17252"
Dummy Load Set #4,Dummy Load,moved coax from #1 to replace missing one while #1 is in repairs,1,"nvl-dl9732, nvl-18213",,,0,,,Available to Loan,0,,,,,,,,271,"	NVL-13493
	NVL-18467
"
Duplicate ,SWIC-Supported GIS Laptop,,1,,,,0,A205750,,Available to Loan,0,,,,,,,Final Test,971,
EBR Chamber Testing Kit,Tools- Hand Tools (Non-Calibrated),"PN 857-A39643-001 Kit,Chamber,Testing,EBR",1,,,,0,,,Available to Loan,0,,,,,,,,1737,
EBR Deflectors (VXTD1),Other (Please describe),Location: 2K3,0,,,,1,VXTD1,,Unavailable to Loan,0,02-358417-00,,,,,,,1530,1035012-0316-M87533
EBR Deflectors (VXTD2),Other (Please describe),Location: 2K3,0,,,,1,VXTD2,,Unavailable to Loan,0,02-358416-00,,,,,,,1531,1035012-17-45-0019
ECATGBE1,GBE,,1,,,,0,,,Available to Loan,0,,,,,,,,1665,
ECATGBE10,GBE,,1,,,,1,,,Available to Loan,0,,,,,,,,538,
ECATGBE11,GBE,,1,,,,1,,,Available to Loan,0,857-326635-001,,,,,,,304,
ECATGBE12,GBE,,1,,,,0,,,Available to Loan,0,,,,,,,,1585,
ECATGBE13,GBE,,1,,,,0,,,Available to Loan,0,,,,,,,,1606,
ECATGBE15,GBE,,1,,,,0,,,Available to Loan,0,,,,,,,,1626,
ECATGBE16,GBE,,1,,,,1,,,Available to Loan,0,,,,,,,,512,
ECATGBE17 (STRATA HX),GBE,,1,,,,0,,,Available to Loan,0,,,,,,,,1664,
ECATGBE18,GBE,Sent to LMK - Amber Perkins.,1,,,,0,,,Retired/Out of Service,0,,,,,,,,1607,
